date,time,abbreviation_canton_and_fl,ncumul_tested,ncumul_conf,ncumul_hosp,ncumul_ICU,ncumul_vent,ncumul_released,ncumul_deceased,source
2020-05-16,08:00,ZG,"",199,"","","","",8,https://www.zg.ch/behoerden/gesundheitsdirektion/amt-fuer-gesundheit/corona
2020-05-18,08:00,ZG,"",199,"","","","",8,https://www.zg.ch/behoerden/gesundheitsdirektion/amt-fuer-gesundheit/corona
2020-05-19,08:00,ZG,"",199,"","","","",8,https://www.zg.ch/behoerden/gesundheitsdirektion/amt-fuer-gesundheit/corona
2020-05-21,08:00,ZG,"",199,"","","","",8,https://www.zg.ch/behoerden/gesundheitsdirektion/amt-fuer-gesundheit/corona
2020-05-25,08:00,ZG,"",202,"","","","",8,https://www.zg.ch/behoerden/gesundheitsdirektion/amt-fuer-gesundheit/corona
2020-05-26,08:00,ZG,"",202,"","","","",8,https://www.zg.ch/behoerden/gesundheitsdirektion/amt-fuer-gesundheit/corona
2020-05-27,08:00,ZG,"",202,"","","","",9,https://www.zg.ch/behoerden/gesundheitsdirektion/amt-fuer-gesundheit/corona
2020-05-28,08:00,ZG,"",202,"","","","",9,https://www.zg.ch/behoerden/gesundheitsdirektion/amt-fuer-gesundheit/corona
2020-05-29,08:00,ZG,"",202,"","","","",9,https://www.zg.ch/behoerden/gesundheitsdirektion/amt-fuer-gesundheit/corona
2020-06-02,08:00,ZG,"",202,"","","","",9,https://www.zg.ch/behoerden/gesundheitsdirektion/amt-fuer-gesundheit/corona
2020-06-03,08:00,ZG,"",202,"","","","",9,https://www.zg.ch/behoerden/gesundheitsdirektion/amt-fuer-gesundheit/corona
2020-06-04,08:00,ZG,"",202,"","","","",9,https://www.zg.ch/behoerden/gesundheitsdirektion/amt-fuer-gesundheit/corona
2020-06-05,08:00,ZG,"",202,"","","","",9,https://www.zg.ch/behoerden/gesundheitsdirektion/amt-fuer-gesundheit/corona
2020-06-08,08:00,ZG,,203,,,,,9,https://www.zg.ch/behoerden/gesundheitsdirektion/amt-fuer-gesundheit/corona
